student_id,gender,age,department,course,historical_grade,previous_grade,assignment_score,quiz_score,midterm_score,attendance_percentage,lms_login_count,lms_activity_count,study_hours,performance_status
S1106,Male,24,Engineering,CS201,53.8,53.8,58.1,65.8,30.1,85.7,31,76,9.6,PASS
S1107,Male,26,Mathematics,CS201,64.6,68.1,85.9,49.3,36.3,73.6,22,78,16.3,PASS
S1108,Female,27,Mathematics,BUS101,58.6,61.7,63.5,39.5,33.7,85.1,25,46,13.6,PASS
S1109,Female,20,Computer Science,MATH101,77.2,78.5,67.2,66.9,47.2,88.5,31,90,18.3,PASS
S1110,Male,18,Business,ENG101,61.9,63.2,78.2,55.0,46.6,56.5,38,58,15.9,PASS
S1111,Female,22,Computer Science,BUS101,79.5,84.2,81.2,55.1,56.8,93.9,53,94,21.2,PASS
S1112,Male,20,Computer Science,MATH101,89.4,88.4,61.9,79.4,50.3,81.4,41,71,15.5,PASS
S1113,Male,23,Computer Science,ENG101,93.0,96.9,64.5,88.0,62.9,75.6,53,109,21.8,PASS
S1114,Female,25,Business,CS201,66.3,68.8,57.9,65.1,45.6,71.1,32,82,13.4,PASS
S1115,Female,28,Computer Science,ENG101,92.7,98.6,79.8,66.4,63.9,82.2,46,78,19.2,PASS
S1116,Female,21,Computer Science,CS101,65.1,62.6,80.2,46.6,34.4,71.2,37,65,16.1,PASS
S1117,Male,22,Business,CS101,73.9,74.3,80.4,70.0,59.8,73.3,43,76,19.3,PASS
S1118,Female,22,Computer Science,PHY101,59.7,55.4,73.9,67.0,45.5,75.4,36,78,14.2,PASS
S1119,Male,21,Computer Science,MATH101,67.6,73.2,41.0,57.0,27.5,84.6,41,79,18.0,PASS
S1120,Male,21,Computer Science,BUS101,91.7,88.0,67.2,81.2,45.4,99.1,54,100,23.1,PASS
S1121,Female,21,Engineering,CS201,57.5,59.1,47.6,21.1,52.7,93.3,41,81,12.5,PASS
S1122,Female,21,Engineering,MATH101,49.6,47.3,47.7,44.8,7.5,97.0,37,89,11.6,PASS
S1123,Female,21,Computer Science,CS201,77.9,83.6,67.7,94.1,46.4,86.5,45,121,14.2,PASS
S1124,Female,22,Physics,CS101,62.6,62.3,62.4,59.8,62.7,77.3,32,78,12.8,PASS
S1125,Female,19,Business,BUS101,67.6,70.8,63.2,51.7,53.4,87.5,37,81,15.8,PASS
S1126,Female,19,Engineering,BUS101,61.2,55.7,78.6,54.5,49.0,66.9,39,86,13.7,PASS
S1127,Male,26,Engineering,CS101,82.5,79.4,55.3,46.0,35.2,82.5,46,79,16.8,PASS
S1128,Male,19,Engineering,ENG101,68.8,71.8,81.6,38.8,50.8,84.6,31,64,16.3,PASS
S1129,Male,23,Business,BUS101,68.4,74.9,72.9,90.4,59.5,71.2,23,72,14.6,PASS
S1130,Male,19,Computer Science,ENG101,90.4,93.0,71.4,63.3,50.5,97.0,47,95,14.3,PASS
S1131,Female,22,Computer Science,CS201,83.2,95.1,98.0,73.4,50.0,89.7,37,95,14.9,PASS
S1132,Male,21,Mathematics,BUS101,57.3,61.2,63.2,58.6,46.5,73.5,48,109,14.8,PASS
S1133,Male,29,Computer Science,PHY101,75.3,75.4,32.9,60.0,42.6,86.7,48,63,17.2,PASS
S1134,Male,24,Engineering,CS101,15.5,13.9,44.0,22.8,0.0,62.5,29,62,4.8,FAIL
S1135,Female,24,Mathematics,ENG101,49.9,59.0,35.9,18.3,0.0,57.5,24,70,10.6,FAIL
S1136,Male,23,Business,PHY101,55.9,59.9,65.9,40.8,37.3,87.7,44,95,11.3,PASS
S1137,Female,27,Engineering,CS201,52.2,49.6,57.6,46.1,25.3,75.0,31,58,11.9,FAIL
S1138,Male,22,Business,CS201,79.4,76.1,54.2,60.9,14.7,86.7,50,101,19.6,PASS
S1139,Male,18,Computer Science,BUS101,67.6,64.3,64.8,81.9,31.0,86.8,47,75,19.9,PASS
S1140,Female,29,Business,BUS101,100.0,100.0,93.6,74.7,55.3,71.8,37,114,20.7,PASS
S1141,Female,20,Engineering,PHY101,70.5,62.9,60.2,63.2,36.5,79.8,33,84,20.1,PASS
S1142,Male,26,Mathematics,MATH101,39.8,37.3,58.0,30.2,37.5,64.8,44,82,9.9,FAIL
S1143,Female,18,Physics,MATH101,55.1,56.6,65.2,45.3,41.0,90.5,25,82,14.3,PASS
S1144,Female,22,Physics,BUS101,80.5,80.6,57.4,90.1,46.5,83.6,48,75,16.4,PASS
S1145,Male,19,Physics,MATH101,67.6,65.4,62.3,50.6,25.3,78.8,32,53,17.2,PASS
S1146,Female,21,Engineering,CS101,80.0,83.5,80.5,64.0,56.5,79.9,53,112,19.6,PASS
S1147,Female,28,Engineering,PHY101,58.1,61.5,51.0,67.9,52.5,93.1,36,74,12.0,PASS
S1148,Female,18,Engineering,CS101,90.3,89.2,89.7,94.4,74.9,79.9,47,114,21.8,PASS
S1149,Female,20,Business,MATH101,63.0,60.4,74.1,72.2,34.5,68.7,48,80,12.9,PASS
S1150,Female,27,Mathematics,BUS101,72.5,76.9,75.4,72.5,50.6,73.5,55,101,12.5,PASS
S1151,Female,24,Computer Science,CS101,66.1,65.3,63.6,46.5,31.9,73.5,39,68,18.2,FAIL
S1152,Female,27,Physics,CS201,57.5,57.6,45.6,58.5,24.6,76.9,41,81,14.6,PASS
S1153,Female,20,Mathematics,BUS101,68.3,72.2,76.5,55.7,49.6,87.3,40,131,15.7,PASS
S1154,Female,21,Physics,PHY101,81.3,75.8,86.1,68.6,33.8,76.2,59,76,18.2,PASS
S1155,Female,19,Mathematics,ENG101,54.3,51.7,58.5,42.6,26.7,91.0,48,86,12.2,PASS
S1156,Female,20,Computer Science,ENG101,73.5,72.2,74.9,53.9,57.9,85.2,43,86,17.9,PASS
S1157,Male,26,Computer Science,BUS101,89.6,99.1,80.2,54.6,47.8,72.5,52,101,14.7,PASS
S1158,Female,20,Computer Science,MATH101,75.0,68.7,63.1,63.3,32.6,63.3,51,88,22.0,PASS
S1159,Female,28,Computer Science,CS101,88.8,89.0,88.8,75.7,77.2,86.8,41,67,15.7,PASS
S1160,Male,22,Business,CS101,62.1,57.7,63.6,39.0,44.1,71.9,37,88,11.0,PASS
S1161,Female,19,Mathematics,BUS101,62.4,74.0,64.2,43.7,17.8,69.9,47,87,16.3,PASS
S1162,Male,21,Mathematics,CS201,84.0,85.3,77.2,64.7,54.4,79.1,35,116,14.8,PASS
S1163,Male,29,Business,PHY101,62.5,57.7,36.5,55.5,36.0,72.7,44,63,17.1,PASS
S1164,Female,24,Computer Science,MATH101,62.4,54.2,63.1,50.8,47.2,81.2,43,85,16.5,PASS
S1165,Male,24,Computer Science,CS201,75.9,79.0,49.3,64.8,51.6,87.4,37,70,13.0,PASS
S1166,Female,29,Computer Science,BUS101,58.3,59.3,43.0,56.6,34.4,76.5,46,94,13.4,PASS
S1167,Female,20,Engineering,BUS101,100.0,100.0,71.4,94.2,63.2,92.2,53,111,24.6,PASS
S1168,Male,22,Engineering,CS201,81.3,76.2,50.6,52.9,52.6,74.4,39,87,15.7,PASS
S1169,Male,18,Computer Science,ENG101,100.0,100.0,74.8,74.7,64.8,86.6,39,80,17.8,PASS
S1170,Male,27,Engineering,BUS101,88.5,88.9,81.8,70.3,48.6,88.4,43,94,17.9,PASS
S1171,Female,27,Computer Science,PHY101,59.1,61.2,60.9,39.5,18.1,78.0,30,87,15.4,PASS
S1172,Female,27,Business,MATH101,70.3,73.4,80.1,55.1,39.5,88.6,37,101,14.1,PASS
S1173,Female,28,Engineering,CS201,77.7,78.2,62.6,71.5,41.1,84.0,40,69,14.4,PASS
S1174,Male,18,Engineering,ENG101,62.6,69.1,47.9,48.6,36.8,58.4,48,66,16.5,PASS
S1175,Female,22,Engineering,CS201,68.7,66.0,61.6,61.2,54.4,74.8,30,68,21.1,PASS
S1176,Female,27,Physics,ENG101,79.8,85.0,67.6,65.7,65.4,99.9,35,86,17.0,PASS
S1177,Female,26,Computer Science,ENG101,82.1,88.8,73.6,81.3,57.9,78.4,41,82,15.5,PASS
S1178,Male,18,Engineering,PHY101,71.8,77.0,59.0,67.9,52.8,79.4,60,99,15.0,PASS
S1179,Female,18,Business,MATH101,97.7,100.0,83.8,81.7,57.5,67.8,37,107,15.1,PASS
S1180,Female,21,Business,BUS101,70.3,66.6,72.8,53.3,37.5,70.5,25,97,15.4,PASS
S1181,Female,21,Physics,ENG101,81.2,83.7,92.0,64.9,57.6,77.2,55,109,18.8,PASS
S1182,Male,19,Engineering,BUS101,83.9,85.9,93.6,76.7,62.0,100.0,41,69,15.7,PASS
S1183,Female,26,Engineering,MATH101,76.1,76.5,86.0,66.1,57.2,82.8,36,87,11.6,PASS
S1184,Female,26,Computer Science,BUS101,60.2,63.4,53.3,54.8,34.4,76.3,41,82,16.8,PASS
S1185,Male,19,Business,PHY101,91.1,97.1,86.2,92.1,55.7,84.0,53,83,14.1,PASS
S1186,Female,26,Computer Science,PHY101,71.8,68.2,61.6,54.5,66.3,68.4,48,85,15.1,PASS
S1187,Female,23,Computer Science,CS101,40.7,34.7,41.6,36.3,0.0,82.8,37,77,15.8,FAIL
S1188,Male,25,Engineering,PHY101,100.0,99.0,80.8,80.5,71.8,72.5,44,92,21.1,PASS
S1189,Male,27,Engineering,ENG101,82.3,69.9,73.7,49.8,45.3,83.3,50,92,11.5,PASS
S1190,Female,21,Computer Science,MATH101,95.1,94.8,88.7,56.5,53.0,67.1,52,92,15.7,PASS
S1191,Male,19,Business,PHY101,76.6,83.7,63.8,43.6,42.5,77.1,54,97,14.0,PASS
S1192,Female,19,Business,CS201,74.4,67.3,72.0,52.9,22.4,59.1,54,101,12.7,PASS
S1193,Male,26,Computer Science,MATH101,70.4,68.3,71.1,51.2,39.7,73.1,34,93,11.4,PASS
S1194,Female,18,Engineering,ENG101,66.1,60.4,60.7,38.3,55.0,88.8,53,105,11.8,PASS
S1195,Male,29,Business,MATH101,91.8,93.8,63.1,57.0,51.6,72.8,44,57,20.6,PASS
S1196,Female,24,Engineering,PHY101,72.2,75.4,74.2,58.8,41.5,75.6,30,80,18.5,PASS
S1197,Female,28,Engineering,CS201,39.8,39.9,41.8,53.7,13.2,80.7,45,53,6.0,FAIL
S1198,Female,20,Engineering,CS101,72.8,69.4,77.4,61.8,43.9,100.0,48,110,22.3,PASS
S1199,Female,20,Business,ENG101,38.1,39.0,56.2,59.1,0.0,73.7,16,50,13.4,FAIL
S1200,Male,19,Physics,ENG101,100.0,100.0,87.6,86.3,50.5,85.2,46,121,25.3,PASS
S1201,Female,27,Business,MATH101,77.7,82.1,57.1,87.1,51.2,80.1,38,84,13.3,PASS
S1202,Male,23,Computer Science,BUS101,58.0,55.9,73.5,35.5,18.9,70.4,33,68,10.0,FAIL
S1203,Male,27,Engineering,BUS101,73.0,71.3,64.1,77.1,28.9,79.6,57,91,18.5,PASS
S1204,Male,19,Mathematics,CS201,57.2,55.4,53.1,33.7,28.7,100.0,35,108,15.0,PASS
S1205,Male,27,Computer Science,CS101,61.0,63.5,44.6,72.4,42.6,87.8,34,67,15.3,PASS
S1206,Female,21,Physics,CS101,87.0,80.1,84.2,69.2,64.4,92.0,54,97,17.1,PASS
S1207,Female,27,Physics,MATH101,61.3,64.0,38.4,47.1,36.8,82.0,35,86,13.5,FAIL
S1208,Male,26,Computer Science,MATH101,90.5,87.8,93.3,82.0,50.6,88.3,60,80,21.2,PASS
S1209,Male,26,Physics,BUS101,100.0,98.7,92.6,74.6,64.9,91.3,52,90,18.1,PASS
S1210,Female,23,Engineering,PHY101,60.4,56.7,57.9,47.7,33.6,94.4,46,72,9.5,PASS
S1211,Male,21,Mathematics,CS101,55.5,59.2,46.1,54.0,42.1,78.1,52,79,14.3,PASS
S1212,Male,24,Engineering,PHY101,59.3,56.4,63.0,35.3,53.4,75.6,31,58,18.0,FAIL
S1213,Male,18,Engineering,CS101,66.2,61.4,76.7,59.2,37.8,69.4,46,84,10.4,PASS
S1214,Female,29,Business,PHY101,87.4,84.5,75.8,69.6,38.8,87.6,42,76,18.0,PASS
S1215,Female,21,Mathematics,PHY101,51.1,45.7,42.3,51.0,30.0,69.3,37,72,6.2,FAIL
S1216,Male,22,Computer Science,CS101,62.0,66.3,32.9,42.5,61.4,76.9,23,64,17.8,PASS
S1217,Male,25,Business,CS201,64.9,59.4,64.3,63.9,42.7,69.9,35,102,12.1,PASS
S1218,Female,29,Computer Science,CS201,55.0,54.8,42.5,57.5,21.2,77.1,47,81,13.3,PASS
S1219,Female,19,Engineering,MATH101,84.2,80.9,76.1,97.4,50.9,78.7,52,80,17.8,PASS
S1220,Male,29,Engineering,PHY101,79.5,87.3,75.1,79.4,46.8,71.1,41,115,17.2,PASS
S1221,Female,22,Engineering,PHY101,64.9,67.0,53.0,64.0,28.9,92.1,40,59,16.3,PASS
S1222,Male,23,Engineering,PHY101,63.7,60.6,86.7,45.6,53.4,64.6,45,81,19.2,PASS
S1223,Male,22,Computer Science,PHY101,79.7,80.5,71.8,55.3,55.2,76.1,50,96,16.0,PASS
S1224,Female,26,Computer Science,PHY101,47.8,43.2,60.8,48.9,42.6,78.1,38,69,11.5,PASS
S1225,Male,27,Computer Science,BUS101,66.5,69.8,54.0,57.4,2.8,89.9,48,81,11.6,PASS
S1226,Female,18,Engineering,ENG101,58.4,59.2,60.8,52.3,38.4,77.2,36,69,8.4,PASS
S1227,Male,20,Physics,PHY101,42.9,45.0,43.2,61.0,26.7,71.6,21,58,9.7,FAIL
S1228,Male,19,Computer Science,BUS101,67.8,63.0,60.3,47.4,28.9,67.2,33,97,16.5,PASS
S1229,Female,29,Physics,CS201,62.3,55.4,36.9,34.2,42.6,71.8,35,83,13.6,FAIL
S1230,Male,20,Business,PHY101,93.7,85.3,66.0,86.7,44.6,71.2,33,101,23.0,PASS
S1231,Female,27,Business,CS201,75.9,67.9,54.0,58.8,26.3,81.0,34,98,16.3,PASS
S1232,Male,26,Business,MATH101,49.1,49.2,44.2,47.1,38.2,79.5,27,65,16.7,FAIL
S1233,Male,26,Mathematics,ENG101,70.8,80.4,66.9,50.3,40.6,85.1,31,75,16.0,PASS
S1234,Male,27,Computer Science,CS101,67.3,65.3,54.1,65.5,20.7,62.5,27,73,13.4,PASS
S1235,Female,19,Engineering,ENG101,54.4,51.5,48.9,77.5,49.9,82.5,50,78,9.2,PASS
S1236,Male,20,Business,PHY101,89.8,89.5,83.8,74.8,54.6,99.8,54,124,11.5,PASS
S1237,Female,21,Business,PHY101,56.9,53.0,68.9,49.1,24.5,73.3,35,79,11.5,PASS
S1238,Male,26,Mathematics,ENG101,79.1,72.7,74.8,71.3,27.9,99.5,45,44,18.9,PASS
S1239,Female,20,Computer Science,ENG101,83.7,80.4,84.7,66.6,37.0,80.6,42,96,16.3,PASS
S1240,Male,24,Business,MATH101,70.3,69.2,61.9,67.3,22.6,65.6,38,91,12.7,PASS
S1241,Female,29,Engineering,CS201,89.9,99.2,80.1,55.9,74.5,85.5,54,110,18.1,PASS
S1242,Female,20,Engineering,CS101,66.7,64.2,62.4,47.6,64.0,77.0,42,103,14.8,PASS
S1243,Female,24,Engineering,ENG101,55.6,56.5,53.1,42.9,48.1,87.2,28,121,11.9,FAIL
S1244,Female,24,Business,CS101,99.3,92.5,78.1,76.5,39.7,79.8,59,99,21.5,PASS
S1245,Female,26,Mathematics,ENG101,81.3,84.8,67.5,65.0,55.3,88.3,48,94,16.6,PASS
S1246,Female,19,Engineering,CS201,69.1,65.4,71.8,73.1,69.5,63.5,48,90,20.0,PASS
S1247,Male,23,Mathematics,CS101,81.3,75.6,87.0,70.9,39.1,78.9,46,85,15.7,PASS
S1248,Male,26,Engineering,BUS101,81.6,76.5,71.8,73.9,47.9,80.7,45,87,15.1,PASS
S1249,Female,29,Computer Science,CS201,75.1,71.9,57.6,66.2,66.6,77.5,41,77,15.4,PASS
S1250,Female,29,Computer Science,CS101,60.0,54.3,56.7,26.9,40.2,62.4,42,74,16.4,FAIL
S1251,Female,19,Computer Science,ENG101,72.6,74.0,62.4,75.5,51.6,76.3,32,84,17.4,PASS
S1252,Male,19,Engineering,ENG101,82.4,77.0,68.0,72.8,41.2,85.0,49,98,15.7,PASS
S1253,Male,22,Engineering,CS201,85.0,88.2,85.9,81.7,33.5,96.1,33,99,14.7,PASS
S1254,Male,27,Business,CS201,60.0,57.4,55.1,64.4,41.8,70.3,33,63,10.0,PASS
S1255,Female,27,Business,ENG101,74.4,69.8,55.9,64.7,38.7,72.1,54,67,12.6,PASS
S1256,Male,29,Computer Science,CS101,71.5,68.1,63.0,37.9,35.1,100.0,33,78,20.4,FAIL
S1257,Male,27,Computer Science,BUS101,52.5,47.5,64.2,43.3,22.0,54.5,31,100,10.5,PASS
S1258,Male,25,Computer Science,MATH101,71.1,71.2,63.0,51.3,52.6,73.7,37,92,13.3,PASS
S1259,Male,28,Engineering,CS201,37.1,34.4,46.3,38.8,28.0,60.6,25,71,12.7,FAIL
S1260,Female,26,Computer Science,ENG101,67.0,72.5,67.5,55.8,63.2,63.3,38,95,15.1,PASS
S1261,Male,19,Computer Science,CS101,56.8,45.3,54.9,50.3,48.0,76.1,38,60,16.6,PASS
S1262,Female,22,Physics,CS201,76.2,82.1,64.2,84.9,47.6,93.8,54,99,20.3,PASS
S1263,Male,24,Mathematics,CS101,72.5,69.2,63.2,63.2,44.8,92.2,50,77,19.3,PASS
S1264,Male,23,Computer Science,CS201,63.5,71.5,61.9,65.4,50.8,84.8,44,58,13.0,PASS
S1265,Male,23,Engineering,ENG101,93.7,94.3,62.2,69.9,58.0,100.0,47,94,11.4,PASS
S1266,Male,24,Engineering,CS101,65.1,71.1,71.1,78.6,54.0,77.2,34,98,9.9,PASS
S1267,Male,20,Mathematics,ENG101,100.0,99.6,88.0,80.4,62.2,90.0,55,103,20.2,PASS
S1268,Male,20,Engineering,CS101,69.7,69.0,75.8,64.3,49.9,83.3,44,83,18.8,PASS
S1269,Female,27,Computer Science,CS201,86.8,82.1,74.6,46.7,70.2,98.7,50,82,15.2,PASS
S1270,Male,26,Business,MATH101,66.4,65.9,51.1,59.8,21.2,75.9,37,81,16.2,PASS
S1271,Female,25,Engineering,MATH101,63.3,58.3,47.1,64.2,54.9,91.0,40,114,13.3,PASS
S1272,Female,22,Computer Science,BUS101,80.5,81.5,66.8,71.0,66.0,99.9,46,102,22.0,PASS
S1273,Female,23,Engineering,BUS101,84.6,85.4,81.1,55.3,48.0,88.5,41,93,16.0,PASS
S1274,Male,28,Engineering,PHY101,55.0,54.4,74.1,67.6,34.4,84.6,45,63,15.7,PASS
S1275,Male,29,Engineering,ENG101,47.2,53.4,43.0,42.0,24.7,62.4,21,44,11.7,FAIL
S1276,Male,27,Computer Science,CS101,71.1,73.5,80.5,48.9,36.0,87.0,36,67,16.6,PASS
S1277,Male,18,Engineering,BUS101,67.0,62.4,73.7,86.5,55.6,85.8,33,78,13.5,PASS
S1278,Female,27,Computer Science,CS201,44.0,46.8,50.7,72.6,9.6,75.8,30,57,12.6,FAIL
S1279,Male,29,Mathematics,MATH101,65.8,70.6,46.7,64.1,41.4,88.5,35,60,8.8,PASS
S1280,Male,18,Computer Science,CS101,57.1,45.1,64.7,57.6,19.0,78.8,33,76,9.7,PASS
S1281,Female,21,Computer Science,PHY101,90.6,85.2,80.7,88.0,48.3,83.9,54,74,15.7,PASS
S1282,Female,19,Business,MATH101,74.8,72.4,73.5,54.4,31.6,81.3,44,93,18.1,PASS
S1283,Female,28,Mathematics,CS101,72.2,68.1,69.4,92.2,44.7,80.8,35,99,14.8,PASS
S1284,Male,24,Mathematics,BUS101,68.4,71.5,47.6,54.5,47.6,80.4,45,109,8.5,PASS
S1285,Male,19,Engineering,BUS101,97.1,92.7,82.8,85.3,72.7,85.5,53,82,19.6,PASS
S1286,Male,27,Computer Science,ENG101,69.4,64.4,74.2,68.7,41.7,76.7,26,75,10.9,PASS
S1287,Male,19,Business,PHY101,39.5,40.6,17.0,26.5,47.4,78.2,28,54,13.5,FAIL
S1288,Male,22,Business,CS101,89.0,87.8,75.3,64.8,48.3,87.2,52,109,19.9,PASS
S1289,Male,21,Computer Science,PHY101,68.6,74.3,70.1,75.2,50.7,69.0,44,71,10.9,PASS
S1290,Male,25,Physics,CS201,61.0,62.8,72.4,49.1,53.4,83.9,43,73,15.4,PASS
S1291,Male,21,Computer Science,PHY101,75.9,92.9,81.5,86.3,41.7,73.7,36,88,21.2,PASS
S1292,Male,29,Physics,BUS101,59.6,54.1,61.9,68.9,42.9,96.7,41,64,9.9,PASS
S1293,Female,23,Mathematics,ENG101,79.3,71.7,84.9,61.4,17.8,73.7,30,109,17.2,PASS
S1294,Female,22,Business,BUS101,67.7,74.6,51.5,61.1,54.4,99.6,39,65,15.9,PASS
S1295,Female,28,Physics,MATH101,61.6,76.9,69.9,54.7,27.3,83.0,52,83,12.4,PASS
S1296,Male,19,Business,BUS101,35.0,33.9,51.2,29.6,39.8,66.3,38,53,11.2,FAIL
S1297,Male,28,Computer Science,CS101,53.8,52.2,53.0,56.4,32.0,68.3,38,69,11.4,PASS
S1298,Male,29,Engineering,ENG101,57.5,58.2,67.1,40.5,46.3,83.2,33,79,9.5,PASS
S1299,Female,25,Computer Science,CS101,79.4,75.1,88.8,85.2,40.6,80.2,54,75,18.6,PASS
S1300,Female,19,Engineering,CS201,61.7,52.0,48.5,44.7,75.2,71.2,38,28,12.6,PASS
S1301,Male,26,Business,CS201,100.0,100.0,100.0,72.7,62.4,83.7,47,117,16.2,PASS
S1302,Female,26,Engineering,BUS101,48.7,48.7,42.8,48.5,57.5,74.4,45,46,13.6,PASS
S1303,Male,20,Engineering,ENG101,67.5,60.6,34.5,70.5,40.7,81.0,41,76,15.8,PASS
S1304,Female,21,Business,PHY101,88.1,85.0,82.5,56.1,49.0,98.5,49,94,22.8,PASS
S1305,Female,25,Mathematics,ENG101,68.2,61.2,61.2,48.0,49.2,78.1,29,84,16.7,PASS
S1306,Female,26,Computer Science,ENG101,86.7,88.6,74.2,72.8,66.9,91.7,42,95,16.8,PASS
S1307,Female,20,Engineering,ENG101,63.0,62.8,57.2,51.0,49.0,74.6,45,78,16.4,PASS
S1308,Female,22,Computer Science,BUS101,47.8,48.6,48.4,54.1,35.6,65.2,34,76,9.1,PASS
S1309,Male,28,Business,CS101,86.4,89.0,55.6,64.0,52.5,78.8,45,99,22.3,PASS
S1310,Female,25,Computer Science,BUS101,57.9,63.3,65.0,55.2,45.2,45.8,29,99,11.9,PASS
S1311,Male,20,Business,PHY101,74.7,75.6,64.8,33.7,50.0,82.6,49,79,11.2,PASS
S1312,Female,24,Computer Science,CS101,73.9,77.0,66.0,80.9,42.8,77.9,39,106,14.3,PASS
S1313,Female,28,Computer Science,PHY101,80.1,89.2,79.4,56.6,46.3,81.8,46,86,15.4,PASS
S1314,Female,25,Physics,MATH101,65.8,70.7,55.3,86.7,57.0,74.2,51,92,17.6,PASS
S1315,Male,27,Computer Science,MATH101,44.6,45.7,56.4,43.9,11.1,73.8,47,76,8.6,FAIL
S1316,Female,28,Engineering,CS101,100.0,100.0,72.6,86.9,70.7,100.0,44,85,18.6,PASS
S1317,Female,20,Computer Science,BUS101,86.1,81.9,62.6,67.4,61.0,92.3,43,71,18.0,PASS
S1318,Female,19,Engineering,PHY101,66.0,62.8,75.1,63.8,66.6,71.1,44,89,14.9,PASS
S1319,Male,27,Engineering,PHY101,76.8,76.3,68.1,45.6,8.1,97.8,38,71,21.3,PASS
S1320,Male,24,Engineering,CS201,70.0,68.3,82.0,54.4,23.6,100.0,49,70,17.4,PASS
S1321,Male,29,Computer Science,PHY101,83.1,92.5,63.7,59.5,39.3,84.6,50,86,15.0,PASS
S1322,Male,26,Engineering,BUS101,81.4,83.3,60.6,76.3,41.3,83.4,49,107,19.2,PASS
S1323,Female,18,Business,CS201,68.6,70.0,52.4,74.4,52.6,88.9,39,104,14.2,PASS
S1324,Male,20,Mathematics,BUS101,83.9,89.8,83.4,76.2,34.5,91.8,46,71,22.9,PASS
S1325,Female,22,Engineering,ENG101,80.8,81.8,50.5,100.0,45.1,80.0,48,49,16.4,PASS
S1326,Male,20,Business,PHY101,76.8,75.5,78.5,79.1,37.9,78.0,45,86,18.8,PASS
S1327,Male,18,Computer Science,ENG101,45.5,46.8,41.2,32.8,23.9,69.2,22,62,15.1,FAIL
S1328,Female,24,Computer Science,MATH101,65.1,67.1,56.0,84.9,55.9,92.1,50,107,13.8,PASS
S1329,Female,24,Computer Science,MATH101,71.7,78.7,54.2,69.2,49.9,78.0,43,97,15.4,PASS
S1330,Male,27,Computer Science,CS101,65.7,58.9,70.5,38.6,32.1,79.7,40,70,13.6,PASS
S1331,Female,29,Computer Science,PHY101,96.1,92.4,72.1,78.9,41.1,98.7,59,78,21.3,PASS
S1332,Female,25,Engineering,CS201,66.1,65.8,69.6,65.5,46.1,92.5,39,90,22.4,PASS
S1333,Male,22,Business,ENG101,84.9,89.6,75.5,71.4,43.1,76.4,37,83,19.5,PASS
S1334,Female,27,Physics,BUS101,60.4,64.4,62.1,71.1,33.0,65.8,36,67,15.1,PASS
S1335,Female,29,Computer Science,PHY101,64.3,64.9,76.9,69.3,35.7,82.7,49,87,12.3,PASS
S1336,Female,22,Business,CS101,61.0,66.1,37.6,45.7,50.0,79.3,31,65,17.4,PASS
S1337,Male,22,Mathematics,BUS101,93.5,90.1,99.7,86.6,51.9,95.7,33,100,19.6,PASS
S1338,Female,18,Business,ENG101,74.1,83.5,51.3,60.3,39.5,67.9,38,93,23.1,PASS
S1339,Male,27,Computer Science,PHY101,87.9,83.8,70.9,65.7,41.8,83.1,50,74,23.4,PASS
S1340,Male,22,Computer Science,ENG101,77.8,69.3,68.0,69.9,37.6,85.5,53,95,17.0,PASS
S1341,Male,23,Computer Science,PHY101,80.4,83.4,70.0,57.8,59.2,74.3,46,90,18.0,PASS
S1342,Male,29,Engineering,PHY101,74.3,67.1,56.7,74.5,44.6,87.2,39,57,16.1,PASS
S1343,Female,18,Business,ENG101,72.4,69.8,74.4,66.8,41.1,93.8,30,89,12.9,PASS
S1344,Female,28,Computer Science,ENG101,70.5,69.7,55.0,51.4,26.4,71.5,37,75,17.9,PASS
S1345,Female,24,Computer Science,BUS101,53.8,55.9,47.3,54.3,19.9,84.1,21,72,12.4,FAIL
S1346,Male,18,Business,CS101,80.9,85.9,54.3,72.9,54.9,83.1,53,100,23.5,PASS
S1347,Male,28,Mathematics,ENG101,80.0,73.3,62.6,61.6,45.4,77.9,35,84,17.2,PASS
S1348,Male,19,Engineering,MATH101,66.9,61.2,44.4,48.2,37.5,75.5,34,108,11.3,PASS
S1349,Female,19,Business,CS101,67.2,84.2,41.5,52.5,44.6,89.3,30,46,16.4,PASS
S1350,Male,22,Engineering,MATH101,73.1,72.0,64.3,80.6,51.6,77.7,41,89,18.5,PASS
S1351,Female,27,Computer Science,BUS101,46.9,38.7,39.6,48.8,36.5,70.2,36,61,13.7,FAIL
S1352,Female,24,Engineering,ENG101,66.8,61.8,56.4,61.8,36.7,90.3,49,73,16.0,PASS
S1353,Male,18,Business,CS101,74.1,71.4,67.3,59.1,43.0,90.2,42,71,15.7,PASS
S1354,Female,27,Physics,ENG101,98.1,98.1,100.0,80.0,65.2,84.8,44,108,20.5,PASS
S1355,Male,18,Computer Science,PHY101,74.5,80.4,58.4,48.7,17.8,100.0,50,67,16.7,PASS
S1356,Female,18,Engineering,ENG101,65.2,73.4,52.5,54.8,41.1,88.4,42,106,11.4,PASS
S1357,Female,23,Engineering,CS101,62.9,58.8,59.1,69.2,46.3,94.3,39,93,20.4,PASS
S1358,Male,19,Engineering,ENG101,60.5,57.6,28.5,54.2,28.0,95.9,35,70,15.0,PASS
S1359,Male,18,Computer Science,ENG101,69.6,70.4,56.0,53.4,26.5,75.2,34,78,15.5,PASS
